FIPS,AREA_SQMI,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP
13241,370.140119,16457,12600,6563,3121,270,28312,1978,4428,2790,3243,391,2142,227,202,1362,160,346,421,2990,14425
13255,195.9836933,64719,27269,24137,13702,1866,22166,7968,11052,15507,10227,3137,26509,240,985,1999,575,2350,1215,9893,63438
13257,179.1501303,25676,12625,9468,4007,1034,21839,2856,4892,5744,5005,579,4466,198,195,2906,189,701,736,3975,23451
13275,544.6091158,44730,20615,17352,9135,1642,25542,5290,7677,10756,7754,2342,18972,389,445,3666,592,1256,788,6957,48426
13281,166.463692,11417,8158,4777,1672,246,23940,902,3884,1474,2089,267,612,3,266,1033,44,164,833,1230,11551
13285,414.0073151,69774,28440,24843,13932,2550,22348,7783,9893,17317,11365,3112,30219,681,2150,2027,443,2350,1585,8691,76090
13291,322.0852598,22775,14523,9070,3203,313,27282,1958,7301,3758,4020,575,1381,191,356,1709,108,433,542,2790,20451
13293,323.4665548,26216,12153,10204,5702,890,21015,3612,4707,6083,4025,818,8554,153,268,2273,176,1059,550,3422,21916
13305,641.9371698,29767,12241,10353,5372,870,21067,3626,4479,7370,4501,790,8561,430,178,3780,296,908,2099,4920,26635
13317,469.500576,9884,5159,3879,2334,182,23198,1362,2252,2059,1719,366,4847,207,16,1025,11,498,98,1522,9106
16005,1112.4847633,85065,34036,30841,14056,2436,24555,4351,11385,22619,13628,2477,13586,493,1948,2816,710,1736,2147,7515,78685
16007,975.7273052,5962,4075,2350,997,81,24654,244,1221,1600,803,154,385,18,125,230,49,90,39,373,4494
16009,776.9310159,9086,4703,3346,1493,330,23502,748,1987,2125,1796,266,1388,28,99,902,187,173,84,1147,8505
16011,2093.7876165,45551,16614,14772,5663,893,21322,3386,6234,14287,6338,1385,11945,1074,264,2180,526,347,259,4989,38969
16013,2637.7368763,21994,15361,8190,3077,247,32861,1788,3804,5035,2089,788,5391,1394,1199,905,121,266,393,3099,23918
16015,1899.5548335,7163,5484,3110,934,196,30660,346,1752,1283,1031,165,614,3,6,722,37,117,73,724,5657
16019,1865.9813994,112397,42243,39000,13432,1931,27272,5624,14313,35043,15811,3283,18852,1711,2386,2240,1125,1794,1445,9656,109273
16027,587.0437558,212230,74650,70847,31757,6349,20807,19989,27959,62189,29289,6612,62395,7782,2353,5816,3027,2610,3301,31074,180366
16029,1764.1929924,6918,3286,2618,579,64,26908,344,1144,2027,890,128,561,70,67,299,64,151,89,534,6711
16041,663.0186513,13279,4768,4294,1558,82,22367,694,1804,4408,1883,283,1168,66,55,180,161,94,53,1382,10449
16043,1863.9588025,12965,8896,4309,1567,355,21782,1016,2145,3504,1609,196,1962,317,64,1032,166,74,579,1331,7417
16051,1093.6791951,27969,9232,8647,2156,601,22934,1749,3030,9644,3038,579,3687,579,136,1132,355,110,27,2693,21641
16059,4563.6910483,7798,4846,3549,1003,116,23042,462,2240,1438,1373,177,533,19,50,731,124,141,203,969,6732
16061,478.8212903,3845,1917,1632,537,94,24052,312,934,890,929,82,606,23,20,344,39,95,47,552,4080
16071,1198.9506687,4326,1988,1585,559,91,21575,243,829,1269,748,82,284,87,16,126,52,12,31,317,3457
16079,2637.4236024,12526,7119,5540,2136,460,24204,1322,2790,2512,3142,328,1068,123,323,829,123,375,307,2053,12348
16081,449.090661,11080,5707,3736,679,361,30554,521,1126,2921,836,231,2108,159,186,707,79,42,0,1038,8150
16083,1921.7121771,83666,32855,30697,12172,1416,24222,6501,12453,23241,11140,2643,17080,2049,1155,2503,824,1261,1209,9678,84430
16087,1452.8517725,10025,4632,4018,1563,230,21414,998,2411,2345,2014,480,2113,347,126,415,109,240,129,1502,8405
17005,380.3387759,16712,7228,6218,2168,301,26356,1216,2919,3205,2410,314,2007,33,254,848,208,385,1756,951,12569
17009,305.6786789,6675,2456,2087,482,111,22279,786,949,1046,682,142,1742,47,76,310,51,146,1871,283,7412
17017,375.7510332,12665,5832,5024,1689,414,26245,1379,2119,3054,1647,516,3043,730,210,659,141,273,177,892,11973
17025,468.2705863,13338,6428,5638,2100,355,25821,940,2632,2973,2618,693,505,155,44,1255,191,229,345,1037,12229
17033,443.613362,19088,8683,7653,1970,457,26713,1807,3512,3798,2712,614,2267,163,107,790,101,414,2158,1072,18091
17037,631.3439552,104200,41181,37703,16326,4219,28073,4672,12401,22593,10465,3711,23762,1488,5564,818,675,2397,4767,6068,97587
17041,416.6645142,19714,8442,7618,2170,423,27871,2321,3411,4959,2250,603,1891,214,282,451,215,806,188,2831,17374
17043,327.7267077,931743,359299,341823,62203,23322,43982,46996,134729,214874,75514,20260,304693,32633,63473,686,8084,13939,12908,54274,1004961
17051,716.4956498,21724,9315,7616,3551,647,22260,2606,3980,4522,3585,625,1716,74,161,1400,128,281,1755,1618,16535
17059,322.9898374,5157,2748,2314,1005,101,25572,451,1210,1069,1210,269,221,17,17,474,31,151,8,184,4000
17071,378.7888524,6884,3865,2990,559,195,28401,508,1697,1270,1175,202,264,4,15,417,37,91,56,454,4041
17085,600.90565,21834,13696,9758,1800,502,32710,1323,5765,4202,3142,504,1139,124,329,475,129,413,205,1014,18806
17087,343.9252415,12602,5632,4342,1211,235,22469,1639,2572,2329,1659,312,1955,4,66,1184,53,230,2254,372,10847
17089,519.3589504,530839,186759,178050,52281,15524,34924,54761,67018,139745,43733,15930,226499,34687,13575,1127,6518,7813,5420,46510,469009
17093,320.2592645,124626,41683,40407,6598,3271,34423,6147,11902,36342,9517,3513,37003,3439,2030,21,765,794,350,5491,87300
17095,716.4390128,50999,23943,20830,8498,1276,24681,3988,10379,10058,7717,1702,8674,242,1891,859,350,1898,4224,2707,47836
17101,372.1779511,16189,7093,6144,2302,427,22099,1793,2771,3143,2780,575,2478,107,204,980,190,321,2394,1081,14240
17103,724.8432059,34527,15092,13699,3392,711,29249,2785,6384,6867,4705,992,4680,232,615,503,175,878,3282,1412,30715
17107,618.0703449,29207,12062,10872,2143,744,27187,2264,5157,5640,4014,695,3941,68,462,440,68,682,4153,1306,26642
17113,1183.2326266,173219,72125,66159,24214,3297,33665,4324,21223,37736,16245,4637,35537,1463,11246,2716,841,4212,7473,6516,172303
17121,572.4507233,38084,18238,15913,6630,1747,24727,2956,7261,8736,6804,1720,3312,150,436,3163,272,1174,755,2443,34054
17135,703.6515953,29009,13111,11339,4098,574,24816,2808,5689,5757,3619,842,2316,72,261,971,170,750,3287,1047,26567
17137,568.7978332,34426,15474,13864,4518,990,26295,1991,6652,6570,5258,1315,3959,138,1141,1083,135,1004,3608,1354,33129
17139,335.9565387,14703,6446,5910,1321,230,28391,1454,2708,3727,1707,336,460,53,181,247,194,602,347,2151,11699
17145,441.7616562,21384,9583,8323,3046,584,24511,2394,3855,4078,3550,779,3025,19,417,1134,83,624,2637,704,17762
17157,575.3153071,32546,13932,11873,3663,689,25340,3929,5848,6322,4508,975,4880,123,322,1762,109,729,4124,1567,30326
17169,437.2650625,7064,3452,2836,1468,167,23068,538,1505,1345,1408,289,664,85,35,423,8,112,889,974,5229
17177,564.5659305,45433,21961,19609,6435,1631,27453,2269,9737,9824,6572,2444,7768,145,1641,830,134,1900,816,2447,42822
17183,898.2895892,78407,36133,31180,14728,2543,24272,6353,14376,18682,11658,3550,16858,524,2084,1840,501,3247,2754,4656,74107
18011,422.9117739,64321,26544,24645,3441,864,44712,2699,8129,17260,6305,1850,5701,471,2092,896,330,975,648,3406,60151
18017,412.1549298,38084,16401,14666,5413,1101,23918,4098,6530,8919,5676,1417,7446,1749,479,814,269,1025,1194,3922,34713
18039,463.1694774,203604,78804,72329,26675,4784,25075,24218,28443,56677,26390,8245,50769,6697,6384,5335,1852,6046,3556,30489,227372
18053,414.0802104,66944,30467,26121,11824,2304,21739,5767,12283,13914,12492,3097,9945,56,1734,1798,274,1934,5320,5965,65971
18057,394.3287633,316095,123394,116982,14866,5076,46597,7379,36042,87908,24688,8801,50017,2875,11273,2042,1028,2632,1555,15702,275303
18075,383.9051175,20993,9248,8149,3482,540,22470,2101,3593,5439,3418,804,1049,97,257,627,253,806,271,2246,18535
18077,360.6323769,32237,14449,12759,4410,923,26060,2189,5426,6718,4784,1432,2311,97,447,1496,252,515,2601,2236,30694
18121,444.7126523,16996,8195,6145,2280,398,23052,1580,3112,3671,2893,317,911,107,106,1172,177,449,1473,2346,12768
18123,381.7388293,19141,8671,7465,2434,237,24540,1434,3411,4120,2612,687,1106,12,395,942,74,348,1652,1042,15924
18133,480.5371021,37559,15015,13439,3968,708,24627,2678,5916,7242,4875,1146,3065,198,449,1535,350,608,5292,2760,36755
18153,447.1720862,20792,8932,7707,2438,547,22976,1675,3493,4183,3561,791,1657,36,548,1230,180,468,2124,2162,17963
18163,233.6712238,181313,84033,75197,30250,4548,28320,12694,29133,39361,27694,7506,29164,1097,9408,2198,1197,6170,6612,14693,202051
18167,403.550237,107693,47087,41874,18545,4158,24254,8236,16694,22215,18902,4235,15431,492,3313,1834,839,3433,8706,8799,115609
19009,442.9611392,5637,3009,2677,556,74,28957,421,1374,1097,718,178,176,13,13,44,17,109,126,298,3887
19013,565.8697012,133009,57603,52976,20471,3262,29100,7270,20627,28858,15093,4958,24659,2167,6550,2083,757,3747,5222,7424,144429
19019,571.078052,21125,9080,8046,1969,318,31495,821,3664,5696,2381,680,791,20,200,404,90,441,312,1079,15049
19025,569.8458619,9780,5067,4191,1197,98,27908,418,2223,2021,1143,359,539,10,167,65,65,184,815,298,8410
19053,531.8814777,8044,3856,3213,1426,172,22037,550,1536,1756,1236,246,568,49,188,287,84,313,781,748,6106
19057,416.1292935,39600,18566,16840,5966,1060,28234,2321,7805,9012,5978,2007,4859,159,1165,1056,158,1226,710,2055,43209
19059,380.51984,17056,13620,8069,1341,265,38031,535,4254,3217,2465,635,702,83,1180,1180,64,396,238,703,17495
19063,395.8813803,9551,4795,4110,1041,165,30386,615,1921,1997,1364,383,1188,172,119,186,125,179,930,659,7878
19103,612.990987,147001,62280,58163,24728,2862,34310,4100,15870,29611,10368,3635,31159,3511,12947,3027,1209,3864,8112,8014,147751
19113,717.0888569,222121,96473,89807,20566,4285,34289,7943,33702,52493,22142,7878,30215,2066,11449,4286,1260,4524,4873,8346,241487
19115,401.7715636,11223,5041,4343,1231,295,27041,1393,1957,2575,1276,325,2452,621,39,617,129,259,136,517,9537
19119,587.6499996,11769,5016,4549,567,127,29246,719,2071,3339,1240,269,492,78,206,113,38,110,160,517,8997
19127,572.5028042,40271,16766,15338,4236,1019,26516,4362,6979,10111,4689,1344,11397,2905,995,488,510,1040,1094,2535,39899
19137,424.096655,10155,5230,4587,1601,346,28780,700,2098,2364,1589,563,622,74,83,151,95,305,203,368,9331
19153,572.2130671,474274,197248,183753,51725,11357,34474,26653,58939,119097,51171,17566,103992,12601,35372,4110,4602,10828,8818,23950,482068
19157,584.9233569,18605,9105,7681,1683,478,30711,846,3661,3626,1819,581,1565,127,488,369,43,384,1722,1097,19561
19167,767.9124713,34825,12816,12166,2214,508,28467,1885,5184,9448,2978,673,4485,687,531,430,332,441,2309,1441,36786
19191,689.8355627,20401,8927,8205,1553,233,30706,716,3957,3758,2271,369,986,31,287,287,37,268,2293,363,19552
19193,872.8959209,102398,42095,38975,13123,2556,27430,8688,14776,26854,12677,4843,26725,3673,3959,1428,982,2965,2891,6979,99982
20003,579.64627,7852,3740,3069,1068,106,23210,454,1650,2071,1058,189,390,1,76,292,36,203,123,734,5646
20005,431.1742189,16363,6966,5980,2643,376,24224,761,2728,3861,2469,411,1907,39,491,303,103,495,1451,1164,16032
20021,587.5665591,20331,9895,8037,2763,427,21635,1535,3749,4844,4528,576,2379,2,141,1129,94,562,243,2522,16355
20023,1019.8891747,2677,1504,1228,249,38,28467,124,701,573,416,85,206,37,22,70,6,42,35,197,2088
20033,788.2971615,1780,982,744,105,23,30171,92,458,407,215,53,148,0,18,34,13,5,72,158,1551
20039,893.5169843,2881,1801,1486,522,32,30208,188,797,555,479,88,137,27,28,74,8,57,75,295,2604
20043,393.4787459,7736,3571,3024,1029,146,25297,505,1440,1489,1236,181,750,2,65,391,42,147,690,755,6926
20045,455.7557301,119319,49732,46294,20749,3085,30315,3066,13497,22238,12555,2887,25451,1003,8106,1047,836,2678,8486,9093,114572
20047,621.8942003,2925,1621,1302,240,33,27309,329,584,686,389,85,678,132,69,113,15,47,94,205,2184
20053,715.5748301,6293,3227,2462,591,100,25161,400,1300,1187,951,150,894,29,108,303,44,173,877,294,5873
20063,1071.665461,2619,1413,1211,304,24,28247,167,699,559,402,68,185,7,27,92,15,15,45,279,2371
20065,898.526479,2545,1476,1216,235,42,26685,168,682,516,498,59,295,5,22,144,0,37,44,189,2302
20073,1143.303479,6156,4032,2758,738,93,27639,375,1521,1315,1277,197,483,5,18,406,58,148,82,506,4194
20089,909.9704322,2916,2018,1380,453,33,26908,132,849,546,538,27,133,5,37,165,1,67,32,197,1989
20091,473.6110758,585502,238666,226242,32365,10199,44986,16315,79578,145775,53742,16508,115692,9957,26697,1613,3014,7666,4750,34615,591420
20129,729.730607,2838,1460,1117,204,47,23370,265,519,738,450,83,799,142,5,176,0,40,83,371,2896
20135,1074.738948,2955,1732,1313,216,39,31912,197,728,656,483,54,346,80,48,105,11,11,50,212,2586
20137,878.0433285,5486,2540,1930,588,29,26953,424,1090,1052,560,129,591,55,169,180,37,78,835,386,5040
20145,754.2624764,6709,3168,2502,488,58,22925,618,1437,1192,1038,216,1058,30,42,99,6,124,1087,610,6783
20149,840.78495,23545,9488,8695,2242,455,28070,787,3239,6840,2319,672,2387,142,213,929,213,247,351,1172,20374
20153,1069.4159423,2509,1453,1168,227,19,27840,96,662,513,472,37,235,50,17,60,8,67,38,142,1840
20157,717.3769218,4686,2882,2248,490,59,28901,169,1280,921,627,68,197,11,130,71,19,126,98,180,4160
20171,717.584791,4949,2208,2025,112,103,31132,506,808,1328,412,92,1017,172,96,298,61,18,86,281,4599
20177,544.0124269,178284,79918,72017,22228,3992,29979,9572,30425,42847,24168,6042,46086,2300,9643,1984,1709,5524,4895,13625,180542
20183,895.4638882,3663,2237,1681,459,48,28598,185,1002,727,648,95,186,2,43,29,3,57,66,260,2690
20187,680.3516431,2063,1095,807,298,16,23542,247,365,561,371,40,810,46,12,257,8,25,29,230,1836
20203,718.566014,2143,1054,903,92,27,29762,209,456,547,449,44,693,99,4,153,24,45,30,115,1381
20205,570.4202484,8780,4664,3795,1230,218,26523,770,1806,2106,1938,369,686,14,119,652,101,245,139,688,8672
20207,497.8184268,3170,2015,1476,683,131,21123,275,739,671,715,76,225,15,17,174,18,80,9,467,2323
21001,405.2878053,19241,8591,7020,3866,529,20166,2813,3379,3857,3562,409,1276,44,181,1847,219,443,1323,1305,15869
21019,159.8671196,48091,21687,18798,8813,1820,25467,3933,8902,10238,10360,1834,3278,32,1425,2456,156,1653,1954,2889,54418
21021,180.3497461,29913,12456,10984,3833,616,24933,2561,5436,6031,4758,873,4297,188,212,804,115,738,2966,1353,33530
21027,569.8056103,20080,10780,7675,3450,707,22521,2486,3749,4627,4192,427,1108,106,109,3060,235,580,304,1556,15019
21031,426.0913463,12745,5941,4996,2411,326,22597,1970,2260,2843,2738,441,651,219,88,1518,116,326,216,1115,10774
21033,344.7898698,12727,6279,5176,2006,281,28500,1090,2591,2856,2798,409,1153,20,191,936,162,265,158,727,10351
21035,385.0299743,38776,18717,14641,8004,932,22489,2628,6447,7052,5861,970,3988,193,1227,2399,169,926,3611,2244,39705
21037,151.3389774,92267,40109,36308,12228,2222,32225,5834,13707,19622,10711,2922,7071,244,5425,858,498,2875,3523,4156,76380
21057,305.1955607,6713,3665,2769,1423,146,17926,893,1414,1451,954,184,505,0,42,595,43,271,91,704,4907
21061,302.8847796,12122,6559,4886,2250,441,21459,1830,2386,2291,3168,257,574,34,73,1702,122,199,390,574,9332
21067,283.6367061,318734,140662,128806,54323,9565,32965,18841,40073,67004,38218,11538,91451,7405,24410,1546,2503,10138,12492,22755,315736
21077,98.340518,8703,3903,3073,1281,238,23043,1100,1167,2153,1223,261,777,57,146,1225,63,180,105,786,6479
21081,257.9788787,24915,10165,8849,4419,397,22073,2158,3320,6795,4106,995,1569,20,128,2647,328,404,412,1521,17234
21085,499.9275573,26178,13659,9771,6548,484,20721,3547,4396,6247,5009,732,1271,54,320,2923,204,621,312,1406,21867
21105,242.2743617,4568,2351,1855,678,99,24432,713,1091,896,1082,106,602,10,2,365,29,141,150,206,3700
21111,380.6852299,767154,343432,310318,110907,23660,31980,52841,117584,172211,107651,30556,246017,15054,42847,4653,6098,29860,16197,41907,801846
21113,172.1649776,52422,20307,18773,8912,1598,30215,4540,7542,12888,7699,2323,5674,771,329,884,370,860,1855,3474,43065
21137,332.8431179,24458,10986,9706,5752,704,20212,3673,4266,5803,4727,765,1407,67,22,2389,293,649,257,2280,18982
21139,313.1284073,9263,4881,3967,1243,223,27338,1095,1886,1990,2139,163,400,0,22,1032,69,229,59,352,8053
21155,343.0376119,19232,8283,7453,4197,775,21659,2554,3106,4698,3900,797,2361,95,115,1183,216,581,830,1181,17367
21167,249.061221,21516,10126,8571,3405,956,25745,2223,3845,4777,3994,533,1968,117,238,737,98,546,150,1400,17045
21173,197.3492983,27759,11910,10472,5666,790,21877,2899,4289,6709,5819,1275,1983,95,334,2655,315,607,394,2001,25109
21177,467.3577366,31081,13769,11317,5280,1151,21521,4226,5658,6369,7022,827,2449,36,45,2895,160,796,870,1948,29219
21183,587.2842745,24071,10352,9076,4847,966,24231,2927,4249,5901,4888,740,1347,40,131,2198,149,354,303,1274,21837
21187,351.1077607,10741,5705,3921,1727,222,23045,1282,1873,2622,2181,314,561,35,64,1601,173,122,77,509,6948
21197,178.9808806,12321,5687,4831,2612,351,20397,1639,1863,2930,2815,435,481,11,31,1432,165,364,275,687,10203
21221,441.5602608,14344,7923,5970,1492,623,26893,1296,3172,3151,2663,374,1682,45,53,1389,89,322,99,1366,10601
21225,342.8557957,14802,6255,5465,3196,555,22027,1206,2287,2925,2823,446,2594,20,44,933,52,292,1598,880,12963
21233,332.0987229,13155,5963,4975,2822,265,21880,1687,2212,3056,2948,407,1533,95,88,1212,143,265,398,912,10496
22005,290.0536827,121176,46536,42649,13969,3760,32961,9106,13440,32942,15123,4783,37788,1235,993,9111,933,1690,865,9005,101557
22011,1157.3620679,36769,15560,13219,6244,1227,26075,3741,5582,9096,7292,1235,7334,89,62,4924,252,863,409,4351,29798
22023,1284.8687325,6868,3997,2718,703,143,29000,869,1079,1502,998,178,774,178,5,1523,105,26,22,715,16602
22053,651.3638644,31467,13809,11501,6002,1204,24582,3918,4947,8062,5510,1441,6821,43,153,2349,383,837,504,2895,26971
22057,1068.3560016,98214,40697,36449,15036,3196,27375,15007,14344,23034,15985,3796,22761,1375,1033,6706,749,2393,1981,9849,92240
22073,610.3966167,156075,67732,56686,35477,4642,23663,13796,21822,39530,19412,7203,65151,380,2914,8906,1343,5211,7582,16757,162536
22079,1320.3437298,131546,57823,48000,24788,4164,24478,12774,20481,32907,21201,6415,50871,988,2593,8298,1033,4649,4267,13531,135918
22081,389.0915832,8618,4190,3334,1977,157,22626,1213,1569,2082,1529,280,3711,59,18,1300,82,211,139,950,7451
22089,277.7440351,52724,20578,18762,6015,1475,31567,3663,6591,13123,6132,2327,18291,390,412,2146,474,826,592,4201,50096
22099,737.2161348,53752,23161,19556,9381,1712,24732,6852,7559,13190,7992,2324,19204,712,249,5966,730,1181,255,6105,41476
22111,876.9765777,22475,11677,7724,4010,546,22979,2241,4364,5016,3509,569,7021,204,140,3864,241,554,506,2639,16940
22121,192.3922664,25860,10669,9599,3929,790,28482,2605,3337,6304,3668,1237,11294,79,457,2134,252,667,892,2335,25294
22123,359.6457651,11180,5141,4041,2408,451,22922,1683,2078,2617,1490,394,2334,13,9,1275,30,156,553,1764,10055
22125,403.3182642,15377,5412,3908,1776,480,23565,1981,2049,2539,1599,448,7338,72,185,1107,80,187,3428,914,14128
23003,6671.2538846,68269,39876,29645,11372,1593,24571,6312,15500,12638,15125,2052,3901,436,1938,3965,395,2666,2290,6030,65337
23015,455.8663808,34067,23899,15372,4019,638,32400,1877,9005,5701,5654,1191,1356,52,439,2307,167,713,665,3458,28738
24003,414.7844153,567696,222589,207599,33045,14221,44979,30657,79994,127102,57278,15556,176118,8381,28660,4129,3585,7882,16787,25750,521861
24005,598.3575069,827625,336554,312913,74571,23050,38580,50831,136329,178754,95506,28666,347110,18651,63716,2615,5135,23861,20417,46297,754223
24011,319.4415874,32875,13581,12081,4754,887,27866,3611,5211,7814,4804,1445,7900,514,180,738,287,759,509,2073,25317
24017,457.8008584,157671,59763,55903,9423,3319,39696,7240,18623,38347,13772,6267,92000,1766,3820,601,757,1999,2346,5613,117147
24027,250.9446447,315327,118027,112966,16829,6742,52586,9527,40889,77343,23655,8151,148015,10070,20544,1188,2241,4236,2310,12437,297625
24041,268.558345,37211,20201,16627,3508,615,47302,2633,10365,6852,5067,1363,8277,522,585,399,134,804,411,1777,37264
24045,374.41904,102172,42332,37637,14944,4062,27622,7633,15479,22504,11626,4193,37390,2893,5151,1841,1328,3065,4102,7005,102326
25001,394.2288409,213690,163181,94292,14799,5207,42578,7448,62229,33113,27848,4777,21919,1743,6489,783,1086,4759,2781,6858,202144
25005,553.1053703,558905,234458,216618,62439,17544,34226,58891,91150,116597,78490,21902,101050,22078,20809,2941,3090,23107,15664,16029,488625
25015,527.2325285,161159,63667,58665,18349,5320,33605,5559,25710,24335,17177,4178,25826,1653,6530,685,590,4789,22877,3772,152419
25021,396.0969232,698249,277275,263551,44011,19548,52036,29903,113400,148906,67011,13646,169330,21608,50401,956,3879,24529,18470,13782,661559
25027,1510.6488156,822280,333830,307294,82745,24530,36169,54112,122402,176734,97081,25901,188358,25951,37311,2747,6361,28421,29935,20378,726613
26003,915.0329561,9194,6671,3094,946,218,21773,759,2233,1398,1421,144,1488,28,175,417,39,204,1036,593,8796
26009,475.6772926,23177,18035,9805,2748,553,30920,1478,6041,4305,3632,566,1192,121,338,1397,139,375,256,1637,19356
26011,363.1768293,15165,9831,6684,2714,607,23374,1429,3578,2757,3158,490,788,43,164,1372,91,384,210,1033,14221
26013,898.4261079,8507,5292,3036,1165,189,20698,697,1770,1551,1248,263,2309,8,95,407,79,191,1319,379,8375
26019,319.6980305,17552,12476,6733,1643,461,27866,856,4378,3268,2796,416,1086,46,170,669,90,245,329,1108,13318
26025,706.2570672,134473,60879,53659,22073,4422,25652,8123,22793,31147,21026,5888,29751,1335,6889,3686,641,4642,4054,7812,131192
26031,715.2738798,25458,18459,11201,3730,936,25876,1821,6636,4341,4896,724,1988,55,326,1525,139,572,318,1988,21657
26039,556.4021574,13836,11207,6047,2098,469,24884,1142,3403,2497,2864,432,727,27,139,1187,86,344,211,741,12904
26045,575.2018414,109155,47431,44390,11495,2947,31982,4658,19038,23206,17399,3809,18477,1177,5414,2405,789,2255,1728,5836,96547
26051,501.7860546,25289,17867,10999,4547,658,24594,2490,6544,4885,5326,712,1014,97,387,2632,225,858,244,2140,19294
26057,568.3803434,41067,16320,15177,6449,1160,22027,2645,6853,8285,5566,1674,5637,144,783,1517,146,1001,5754,2134,37026
26065,556.127552,289564,123193,112200,54559,10802,28366,12738,36861,58234,37852,10009,87077,4618,20922,2961,1992,9969,18747,17063,290893
26071,1165.9968735,11212,9318,5327,1527,283,24876,698,3303,1817,1876,338,598,15,333,423,37,375,373,776,10108
26077,562.0872611,261573,111646,102809,40825,8364,30555,10469,37117,57164,33774,9071,58376,1941,18359,3696,1434,8098,8493,14703,260248
26081,848.0487429,643140,253003,239236,79362,16720,31005,41102,82873,158583,74100,22786,167174,17404,31806,9679,5285,16940,11191,41819,691163
26083,540.1116233,2130,2490,1081,255,54,31830,66,712,339,339,93,60,2,16,105,26,37,15,179,3073
26089,347.1996532,21639,15529,9152,1339,549,38074,797,6261,3592,2687,423,2156,151,129,493,96,305,403,1181,17865
26101,542.3252252,24444,15812,9591,2973,728,25778,1715,5969,4310,4236,515,2643,78,333,1389,97,691,1447,1574,22163
26125,867.4038369,1250843,537448,501260,106773,32235,42760,53868,198882,269153,145072,31602,346126,22100,60052,14928,5626,27295,12124,61391,1312195
26131,1310.9769775,5968,5679,2876,901,160,23850,364,2046,751,1113,96,298,18,67,411,36,196,90,521,4734
26141,658.717038,12797,10463,5808,1847,455,26503,1085,3831,2065,2503,268,552,85,121,642,78,225,218,1006,10655
26161,705.9723594,365961,150400,140210,49170,9320,39486,10800,47278,69558,32757,8331,108759,5339,24425,5442,2001,11799,20161,13963,371184
27001,1821.7966487,15834,16599,7713,2021,392,27646,1111,5060,2655,2807,527,956,27,427,2039,143,436,260,675,12658
27007,2504.7036136,46117,21404,17271,8054,1768,24781,2437,6988,11641,6158,2101,12834,66,1995,2307,411,1330,2229,4064,44770
27009,408.2964383,39779,16893,16217,4927,872,28566,2027,5365,9994,5019,1689,3718,198,3762,949,471,1192,894,1310,35028
27011,499.1757097,5016,3165,2274,557,56,30489,357,1281,1039,761,117,124,23,238,120,15,172,156,257,4290
27013,747.7770176,66322,28018,25783,11382,1562,28824,2259,8703,13077,6316,2286,7734,462,4453,1432,372,1762,3819,2436,70093
27019,354.1987578,100416,37583,35852,3941,1216,45637,2346,10962,27382,6672,2304,10798,502,3544,752,405,1315,875,3083,83758
27021,2021.4725567,29022,25707,13007,4154,706,29053,1750,7202,6152,4456,1154,4926,25,439,2314,355,696,381,2094,26044
27027,1045.1978176,62801,25979,23782,6828,923,29631,1950,8077,15154,6157,1853,7670,329,5043,819,328,1614,3747,2611,51159
27037,562.4380695,418201,165119,160144,26494,8665,40441,14448,54846,103257,36578,14380,87615,7260,28700,3816,2334,6742,2638,15680,355529
27039,439.2778315,20582,8205,7711,1127,296,32795,702,2888,5490,1776,783,1592,117,554,361,81,228,154,878,14576
27057,926.0049398,20862,14800,8705,2256,350,29312,1085,5112,4409,3162,637,1457,78,537,1536,258,364,195,1183,16178
27073,765.0203858,6773,3679,3103,566,79,31686,366,1772,1314,988,191,322,36,244,100,37,142,144,149,5686
27075,2109.2649487,10569,7801,5183,881,225,33602,323,2648,1859,1479,287,482,79,296,294,53,339,269,422,9729
27077,1297.8673563,3809,3766,1585,347,66,26526,242,862,703,402,122,265,4,134,1159,33,38,56,132,2871
27081,536.7812966,5707,3128,2470,573,71,28504,350,1403,1310,728,133,204,0,103,64,14,89,185,273,3700
27083,714.4103719,25839,11251,10050,3348,487,30531,1316,3867,6508,2508,960,4038,464,1518,345,262,588,1284,1262,29861
27095,572.3634017,25728,12874,10136,3042,772,26679,1796,4567,6240,3893,1182,2800,58,1020,1254,250,685,515,1537,24325
27099,711.3281718,39602,17070,15502,4987,896,29116,3473,7256,9939,4894,1416,8059,1908,1557,401,463,1173,732,2463,37142
27101,704.6607794,8353,4621,3702,607,115,31768,577,2088,1773,1065,200,553,126,199,141,31,160,152,404,6325
27109,653.5090726,153065,64142,60770,13490,3144,39667,5797,22399,37786,15234,5007,29766,3332,8590,2019,1411,3821,2610,5984,149605
27113,616.5773881,14184,6500,5970,1370,237,30625,728,2479,3317,1691,610,1286,55,727,763,69,473,264,388,17593
27117,465.055269,9185,4484,4007,1020,129,29716,774,1876,2290,1277,252,1049,406,374,129,80,288,179,553,9487
27119,1971.0717788,31591,14903,12516,3841,560,28856,1726,5635,7556,4162,929,4000,217,1839,905,166,888,1326,1382,28354
27131,495.8380433,65765,24864,23045,6169,1329,29767,3971,9708,14497,6046,1950,11270,1622,2674,1249,451,1566,8302,2831,56477
