FIPS,AREA_SQMI,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP
17129,314.4392522,12367,5718,5198,1163,315,34495,578,2328,2734,1720,445,535,0,112,229,67,235,138,298,7501
17131,561.1983574,15693,7420,6624,1762,429,28995,961,3271,3397,1939,515,700,12,231,301,40,382,226,370,9491
17133,385.2944723,33936,14062,13349,1673,575,39988,953,5676,7657,3132,724,1214,155,360,347,96,495,256,977,24294
17141,758.5908616,51328,22660,20901,4998,1565,30595,3616,9132,11712,6180,1847,6647,1166,824,751,460,1003,576,2776,41464
17147,439.1522283,16427,7404,6700,970,372,33967,741,3103,3702,2068,398,601,13,155,243,23,182,79,604,12461
17149,831.4032382,15754,7992,6527,2114,395,24162,1245,3194,3544,2477,564,657,27,54,605,74,445,495,762,12478
17155,160.1007271,5746,3147,2395,501,112,34144,324,1273,1139,682,188,446,63,9,182,32,57,6,145,4722
17159,360.054612,15881,7516,6482,2336,449,26038,1353,3138,3612,2617,479,728,71,295,816,28,414,308,703,14446
17161,427.399519,145275,66116,60294,20807,4737,28595,11113,26629,32525,19188,6699,40642,3414,7256,1953,1195,4942,4824,8396,153010
17163,657.7282813,263463,119795,103063,42410,9118,29541,16396,38873,62455,33496,11022,100497,1733,7145,6970,1275,9683,3761,16991,227265
17167,868.2960472,197661,91420,83661,29431,6401,34548,10421,32977,44614,27102,8730,38635,696,7186,4481,1347,6887,4115,8295,216909
17171,250.9127187,5047,2464,1959,638,169,27218,262,977,1130,599,157,148,8,3,225,37,93,52,199,3343
17173,758.5140123,21832,10584,9203,2423,501,25320,1213,4684,4669,2705,560,583,23,189,1130,141,387,216,933,16158
17175,288.0261155,5500,2652,2294,866,90,30225,354,1184,1199,699,176,233,4,12,101,16,77,102,356,4172
17179,646.4204866,133852,58768,54613,11205,2831,33077,6945,23863,30683,15644,4249,7902,400,3144,1199,674,3124,2655,4877,120539
17181,413.4596923,17127,7999,6669,3056,509,25416,1518,3419,3572,3017,616,1536,77,223,1149,196,386,460,970,14737
17185,223.2689584,11573,5578,4896,1359,332,26850,772,2294,2564,2026,304,655,70,341,684,54,300,90,716,10970
17187,542.3759907,17338,7693,6690,2010,577,26082,1388,3180,3876,2281,607,2883,281,260,309,253,331,1177,577,15438
17189,562.5736597,14155,6629,5975,1139,316,32394,800,2731,3059,1706,396,548,48,70,703,120,183,257,499,11004
17191,713.8826381,16487,7943,7075,2303,272,26362,1345,3434,3750,3024,511,615,121,172,2009,142,513,73,1243,13895
17193,494.7865516,14025,7176,6082,1786,507,25859,865,3020,3092,2741,542,488,58,135,961,80,493,388,754,12132
17195,684.2340389,56396,25836,23346,5862,1471,29167,3809,11233,12610,8029,1939,8609,533,1157,833,233,1407,1069,2718,50597
17197,835.8828932,688697,242568,227848,47519,18946,35259,40752,83650,177161,59972,18338,246449,20936,13960,3363,4048,8334,9257,38219,562135
17199,420.1805594,67299,31200,27089,9754,1805,26756,4180,12186,14744,11421,2451,6805,428,850,2971,280,1991,2058,3754,66332
17203,527.7806262,38817,15540,14566,2737,803,35104,1422,6561,9569,3821,929,1722,32,316,332,133,634,1078,1430,29808
18003,657.3199704,370016,156955,143500,52158,10580,28239,25762,51307,96132,45954,15734,95345,7279,15702,5392,2155,9123,5669,34534,368295
18005,406.9132982,81893,34134,31669,10508,2042,30515,5020,12792,19684,9803,2809,14470,1379,2498,2519,895,1415,941,7400,86506
18007,406.4173174,8667,3921,3403,1381,180,23322,614,1485,2169,1555,343,635,34,57,155,61,97,121,890,7011
18009,165.0815588,12129,6025,5225,1496,365,24663,914,2510,2580,2443,451,514,15,119,374,106,341,160,836,10083
18013,311.9873497,15034,8638,6093,1402,349,33617,992,3484,2751,1959,378,642,52,273,652,115,142,139,1676,9980
18015,372.2234215,19994,9574,7880,2012,402,28430,1511,3755,4535,3096,457,1183,105,136,621,126,350,119,2056,14743
18019,372.845562,115702,50140,44275,11328,3132,28525,8607,17343,26465,15693,3542,19069,846,4213,2576,460,2355,1756,9723,108571
18021,357.608338,26268,11791,10510,3599,686,25290,1520,4553,6055,4676,963,985,122,272,1033,199,433,483,1401,21801
18023,405.0670271,32301,13321,12007,3930,766,24276,2920,5161,8457,4481,999,5630,1120,680,534,252,705,614,3371,25372
18025,305.6131659,10581,5541,3915,1608,175,21021,1331,1998,2350,2105,277,393,19,60,1232,92,176,100,755,7272
18029,305.0776177,49501,20422,18648,4973,1272,29891,3206,8186,11306,5852,1568,1853,60,1092,716,236,789,583,2879,36555
18031,372.5676152,26552,11380,10425,3302,597,26515,1612,4259,6509,3710,963,1349,72,476,661,115,498,382,1806,26300
18033,362.8323888,42704,17921,16789,4536,1021,27036,2800,6612,10486,5954,1892,2105,135,814,1575,143,912,465,3792,42833
18035,392.1028467,115616,52710,46028,23360,3816,24234,7620,19153,21658,18590,4081,15082,446,3794,2501,613,3453,7237,10269,111072
18037,427.2683956,42418,17781,16550,4561,351,28932,2841,7013,10475,4503,1204,3901,529,621,942,344,632,997,2401,50282
18041,215.0208042,23259,10820,9568,4221,522,23627,2837,4477,5162,4120,931,1007,56,526,534,206,694,429,2397,20246
18043,147.9647973,76809,32644,29356,7419,1825,32299,5104,11706,17635,9574,2721,9153,296,2098,591,157,1727,1350,4223,68532
18045,395.6654562,16486,7892,7015,1912,459,26721,1301,3181,3654,2909,423,754,80,84,821,80,352,177,1496,13282
18047,384.4304988,22842,9725,8744,1905,454,27557,1845,3898,5416,3002,854,138,89,180,1064,137,337,186,1281,15810
18049,368.3978148,20212,9726,7884,2778,457,25106,1748,3751,4759,3308,521,1611,163,228,1034,87,476,224,2322,16454
18051,487.4228861,33596,15049,13244,3310,531,27137,2072,5661,7873,5077,1207,1994,57,543,2033,326,658,824,2317,35940
18055,542.4671007,32295,15240,12790,4466,842,24309,2803,6118,7143,5966,941,1060,171,281,3100,466,597,298,2732,24732
18059,305.9549905,73830,29713,28215,5200,1095,32730,3130,11521,17457,9549,2078,5337,313,1293,477,256,856,661,5205,60869
18061,484.5153199,39712,16972,14584,4133,1173,27211,3049,6707,8939,6924,1044,1824,59,323,2417,232,545,356,2806,30882
18063,406.8933452,160940,60730,58078,8339,3440,34689,7105,20870,41179,17033,4825,24243,1514,3434,757,649,1115,2678,10190,146579
18065,391.8763994,48483,21233,18408,6902,1297,23851,3582,8878,10017,7769,1662,3078,59,856,985,195,869,3419,3500,39892
18067,293.0000502,82387,39188,34550,12897,2299,27297,6351,15344,18690,14301,3369,12065,357,2715,1355,258,2399,1130,6273,86340
18069,382.649108,36378,16023,14754,3556,646,25386,2253,5986,7918,5073,994,1827,116,423,812,173,707,1380,2805,32487
18071,509.9740143,43938,18975,16746,6890,985,24522,4002,6878,10814,6383,1575,4944,621,742,1933,226,977,732,4217,42670
18073,559.6244091,33449,13521,12539,2867,695,26415,2634,5642,7984,4865,1030,2796,212,374,651,251,364,885,2398,28549
18079,376.5901409,27727,12276,10659,4034,564,23490,2737,4345,6509,4675,893,1327,70,142,2359,269,538,359,2757,21335
18081,320.4437676,151564,60206,55777,12915,3362,32475,8059,21500,38017,15493,5121,15605,789,5007,1771,879,1710,2417,10815,127064
18083,516.0296458,37409,17060,14955,6009,962,24581,2885,6384,8082,6970,1635,2682,77,879,1548,206,1071,2266,2900,43790
18085,531.4354662,78806,38258,30676,7913,1628,28740,7595,12443,19168,10728,2609,9370,1394,1299,4620,632,1861,1584,8387,77346
18089,498.8212306,486849,212140,185437,79069,18836,27660,39031,76230,116340,67334,21390,222491,9987,16857,2880,4276,15625,5689,41625,439265
18091,598.2667239,110552,49061,42904,16830,3959,25865,9041,18574,24035,14194,4331,22634,779,3098,2331,1129,3414,8268,8901,101738
18093,449.1783849,45619,21117,18487,5288,1050,25590,3688,8779,10110,8378,1524,1942,75,550,2273,265,754,679,3787,37918
18095,451.920652,129505,59071,51422,21162,3680,24625,10755,22817,28419,22641,5577,19270,861,2481,2942,710,3673,6139,10980,109521
18099,443.619608,46595,20191,17245,5232,1285,25537,4678,7936,11750,6486,1109,5779,1046,765,1445,595,1174,781,5983,42991
18101,335.7603649,10210,4804,4198,1226,150,25676,1025,1885,2296,1837,342,297,0,34,792,59,142,296,911,12610
18103,373.8420835,35901,15433,13707,5498,1086,22871,3618,6081,7721,5647,1343,3942,106,312,1541,311,622,2198,3212,29430
18107,504.6469893,38276,16638,15271,3693,811,26184,2718,6680,8744,5564,1338,3030,508,879,936,256,683,1264,3573,35890
18109,403.8366834,69727,28282,25926,7717,2056,28633,5912,11065,16104,10450,2111,2658,179,824,2201,497,1087,953,5574,48951
18111,401.7545083,14018,6076,5562,1852,433,25366,1442,2568,3040,2156,509,949,207,94,195,65,212,220,1206,10096
18113,410.8400853,47451,20463,18090,3461,1112,26063,4985,7103,12008,6510,1634,6067,973,625,1746,437,981,790,3756,42529
18115,86.1497126,5887,2832,2513,350,72,29368,541,1211,1132,757,124,194,0,136,335,5,103,53,336,4045
18117,398.3779166,19547,9216,7881,3106,391,23317,2259,3631,4533,4175,761,906,32,302,1661,154,590,292,1679,18435
18119,385.2956657,20878,10147,8695,3322,552,24129,2215,3833,4464,3697,643,781,66,99,2213,233,305,179,2369,15191
18125,334.297119,12411,5779,5129,1392,252,26584,1119,2429,2799,2179,252,434,11,100,848,32,201,244,446,9383
18127,418.0686981,168041,68228,63969,16786,3927,32943,7858,25992,37794,18098,5573,27551,971,3579,3136,841,2318,3968,10505,147320
18129,409.3713455,25589,11480,10175,2546,547,30572,1204,4460,5692,3174,565,1019,0,241,885,65,391,278,1140,20458
18131,433.6652533,12660,6092,5200,1713,338,24695,1040,2350,2896,2204,385,698,0,69,803,84,154,145,966,10461
18135,452.3789987,25076,11698,10477,3899,598,23539,2286,4851,5834,4207,938,1648,192,328,713,97,480,381,2729,20190
18137,446.425339,28425,12323,11165,3234,814,27423,2047,4824,6753,3704,903,1279,128,871,923,376,603,503,2048,27228
18139,408.1234843,16704,7493,6725,2807,395,24900,1770,2927,3789,2329,550,698,57,229,267,47,366,207,1994,12096
18141,457.8855313,269240,116385,101241,40492,7222,27338,20253,40544,64196,36356,10012,72508,3578,12961,1972,1753,7793,12243,24177,270297
18143,190.3969522,23743,10580,9004,3644,570,22688,2627,3854,5464,4236,694,1054,32,311,1844,106,514,384,2088,21629
18145,411.1318425,44399,19271,17725,4884,967,28491,3679,7212,10170,5820,1539,3388,356,782,677,324,717,723,3083,40212
18147,396.7675739,20526,9062,8109,1893,423,29999,1423,3809,4580,3079,411,1031,73,170,1004,78,330,290,1041,16671
18149,309.1440775,22941,11109,8735,3232,732,23282,2515,3983,5384,3562,572,1286,141,200,950,162,374,60,1487,16725
18151,308.777083,34474,19894,14156,3613,680,28429,2340,6485,7178,4998,1089,2085,317,832,2421,152,668,1336,2998,30771
18155,220.6610552,10628,5265,4297,2112,264,23347,1213,1863,2683,1784,390,471,37,107,1044,170,184,106,1201,7353
18159,260.5407026,15218,6999,6295,1211,248,30026,1267,3020,3131,2523,382,746,78,41,703,79,145,229,911,11053
18161,161.1901112,7153,3252,2846,617,94,24040,573,1298,1562,1134,195,315,36,97,419,40,131,65,610,5009
18165,256.8641405,15560,7499,6616,2324,349,25143,1065,2982,3410,2894,694,535,35,320,655,191,319,228,1071,13108
18169,412.5341082,31631,14188,12875,3773,671,25228,2539,6312,6661,4351,1038,1742,102,403,681,158,712,1902,2367,30066
18171,364.6903063,8247,3732,3384,842,158,29408,497,1626,1813,1359,298,312,17,21,182,61,85,86,358,5903
18173,384.8142379,61928,25662,24267,4639,1072,35915,2967,10313,14999,7376,1782,4610,247,1264,1317,416,798,794,3363,44795
18175,513.6906229,27827,12351,10721,3601,787,24048,2967,4589,6409,5103,1010,889,24,90,2366,151,727,282,2631,19913
18177,401.7442044,66613,31338,26611,10422,1847,25460,6050,12367,14736,11780,2996,7754,489,2015,1334,333,2437,2698,7815,67928
18179,368.0869741,27947,11843,10874,2584,334,27106,1675,4947,6957,3608,831,1497,105,481,797,41,485,570,1861,24995
18181,505.1268191,24217,13095,9745,2069,508,27621,1897,4657,5685,3998,684,2534,438,110,1623,140,337,301,2228,20136
18183,335.5815498,33649,14672,13548,3046,508,30144,1699,5774,7819,4941,1090,1511,26,390,741,85,384,441,2057,29030
19001,569.2704077,7124,3697,3136,629,128,29984,295,1566,1543,1158,218,257,4,65,145,17,122,157,443,5192
19003,423.4327614,3726,2009,1641,420,51,27824,160,842,778,499,71,83,6,27,95,10,63,139,202,2581
19005,639.0434608,13880,7776,5957,1285,178,27741,1196,3020,3175,1535,308,1278,263,298,1120,120,252,340,1021,11444
19007,497.2912142,12510,6627,5416,1981,314,27546,815,2836,2752,2305,309,572,36,260,490,102,469,155,857,11220
19011,716.1019435,25626,11131,10224,2306,393,32764,1085,4534,6066,2848,706,896,75,197,251,91,440,346,681,17882
19015,571.5579887,26399,11915,10940,2078,550,31686,1054,4563,5806,3722,765,1475,121,958,484,203,347,735,811,19765
19017,435.4788771,24782,10314,9585,1901,429,32512,623,4760,5479,2435,578,1180,94,471,202,52,284,1518,771,22757
19023,580.1390895,14735,6774,6251,1355,250,29654,760,3251,3381,1566,364,492,23,149,165,51,197,258,459,8824
19027,569.436781,20344,9488,8674,1759,223,30658,892,3954,4963,2118,632,301,35,551,41,31,386,401,491,20093
19029,564.2581327,13191,6591,5964,1493,159,27853,1109,2910,2901,1732,443,576,113,246,125,19,351,303,615,12854
19031,579.4614036,18445,8214,7546,1168,279,32010,665,3470,4212,1973,381,802,63,145,391,61,191,316,405,13383
19033,568.2997986,42984,22346,19213,4764,928,31304,2118,8845,8871,5941,1707,3890,221,1714,478,197,1378,1237,2392,45779
19035,576.9063385,11468,5785,5337,1060,141,32667,615,2651,2453,1573,448,727,42,371,72,23,309,486,479,10039
19037,504.3347305,12099,5695,5191,885,126,29752,645,2401,2798,1595,263,490,157,146,166,27,233,199,583,9805
19039,431.1663451,9282,4208,3854,1305,153,26706,684,1631,2334,1250,282,1310,194,166,257,116,216,188,541,9225
19041,567.2376842,16313,8219,7343,1930,307,27811,745,3290,3693,2449,622,1064,233,570,101,111,543,333,596,15833
19043,778.4959155,17672,9099,7652,1564,198,28486,1113,3961,3813,2323,543,707,117,308,579,139,453,336,1077,13482
19045,694.9135758,47218,21995,19689,5680,1052,27942,2924,9002,10774,6198,1860,4073,98,1877,507,120,1460,856,1907,44643
19055,577.6816545,17258,8104,6939,1448,224,31300,1030,3247,4116,1945,461,560,20,222,371,109,259,238,491,11619
19061,608.2990597,96802,41065,38330,10874,2140,31096,4911,16344,22312,10608,3261,8631,446,3230,1557,493,2298,4228,3607,103885
19065,730.8296772,19929,9571,8315,2375,353,28069,1096,4197,4175,2855,836,1212,91,234,451,72,428,740,1071,17758
19067,500.6318548,15858,7555,6759,2455,205,27897,1167,3358,3596,2473,539,1265,111,209,128,105,511,318,1390,13257
19069,581.9719639,10245,4868,4200,1289,197,27480,672,2113,2384,1019,406,1498,99,61,120,33,172,168,425,8261
19071,511.1665247,6968,3445,2990,643,128,29625,375,1533,1533,933,180,349,8,17,182,51,113,137,343,5598
19073,569.6175146,9003,4551,3889,788,251,28413,399,1939,2074,1397,296,461,54,89,60,75,199,141,316,6874
19075,501.8545244,12341,5574,5137,741,136,35443,500,2496,2886,1255,328,365,24,58,123,39,180,162,286,10240
19077,590.6197773,10674,5786,4397,1175,184,28953,539,2333,2423,1440,370,512,65,121,194,62,146,159,410,8340
19079,576.7531328,15110,7189,6315,1446,238,28706,691,2982,3471,1804,321,1615,151,484,191,70,266,204,627,13628
19081,571.0043362,10888,5311,4766,865,111,29537,511,2341,2420,1353,257,709,74,196,159,40,214,206,357,10986
19083,569.3093585,17127,8172,7175,1286,161,28539,1013,3615,3648,1900,406,1363,116,186,267,89,407,869,640,16006
19085,696.8425931,14143,6807,6076,1396,114,30209,813,2708,3242,1788,460,515,19,190,245,49,315,286,709,10866
19087,434.2874099,19926,8352,7714,1988,513,26760,967,3613,4392,2613,853,2341,151,289,472,67,278,1453,765,19870
19089,473.2463175,9264,4372,3868,1078,123,28828,613,1882,2321,977,308,311,20,96,123,10,273,248,375,7935
19091,434.3704489,9566,4729,4221,1103,180,29882,520,1960,2222,1267,287,605,110,167,132,26,233,111,383,8241
19093,431.5075292,6916,3431,3010,709,150,32562,315,1512,1614,969,187,295,2,107,87,20,190,124,236,6302
19095,586.4548425,16207,7319,6791,1297,236,32663,696,2935,3755,1958,412,757,40,271,302,65,249,349,888,16211
19097,636.0343239,19395,9518,8236,2361,433,29207,1046,3926,4324,2317,751,858,1,193,788,48,554,248,870,14714
19099,730.4126589,36891,16264,14548,3442,897,27551,1623,6918,8306,4938,1196,2277,73,1201,797,244,749,1782,1256,29422
19101,435.5229803,18077,7614,6831,2396,589,26064,935,3654,3311,1981,511,3486,479,380,827,54,475,1261,821,16716
19105,575.6232215,20568,8967,8204,1966,393,28879,1212,4027,4443,2262,481,1264,148,310,592,127,446,1290,745,16485
19107,579.1748302,10200,4880,4384,1048,259,28630,534,2158,2312,1470,254,345,9,76,150,37,111,146,383,6766
19109,972.7306274,15075,7506,6666,1449,238,29963,597,3424,3267,2291,530,736,56,304,60,58,274,298,793,13019
19111,517.5498653,34541,16255,14177,5069,1230,25968,1913,6754,7477,5506,1405,3146,81,994,920,160,1003,1134,1535,33460
19117,430.6032069,8597,4216,3642,1001,203,28900,429,1811,2023,1389,260,189,98,269,200,16,238,130,358,7218
19121,561.0058998,15890,6883,6309,1046,344,33069,554,2608,4064,1974,405,716,73,102,349,27,278,197,532,11391
19123,570.8625619,22208,9839,8829,3110,601,27061,1317,3945,5324,2995,848,1451,136,356,584,161,629,680,921,16926
19125,554.4890641,33207,14167,13314,3068,521,28832,1431,5736,7932,4640,926,1762,80,1057,719,177,804,1734,1166,34006
19129,437.4343891,14957,6135,5587,1267,292,32867,676,2590,3563,2260,412,852,51,142,269,77,188,551,675,10820
19131,469.1328641,10631,4946,4397,939,167,28898,737,2290,2517,1318,271,351,35,124,123,38,200,228,788,8487
19133,694.0715819,8796,4719,4053,1344,135,27862,488,2141,1790,1252,336,450,8,194,129,38,197,239,502,6447
19135,433.7163979,7863,3976,3329,901,230,26469,639,1503,1970,977,207,511,16,37,590,34,198,134,577,6946
19139,437.4447486,42950,18097,16536,4352,533,28137,3544,6798,10788,4373,1715,9792,1142,1172,1235,318,820,606,1604,45595
19141,573.0348903,13911,6676,6031,1314,169,29901,738,2860,3277,1883,352,1004,94,335,134,82,549,395,626,12436
19143,398.6865364,6115,2964,2611,721,81,28843,468,1256,1440,740,187,638,147,56,29,73,122,96,328,4648
19145,534.9433704,15363,7214,6323,1667,319,26767,1014,3269,3088,2375,448,1343,148,513,180,51,382,1006,711,14775
19147,563.8601365,9055,4620,3812,576,53,28843,410,1937,2031,1281,211,561,109,287,50,56,174,354,439,8167
19149,862.8280105,25039,10768,10115,2220,307,32028,1180,4502,6304,2725,931,1949,249,353,386,73,520,357,1067,21557
19151,577.2406908,6898,3767,3205,829,111,27984,426,1558,1496,994,185,469,65,46,43,20,193,153,320,5216
19155,950.518767,93503,39925,36881,10058,2115,29729,6653,15466,22149,13116,3704,11252,1184,3640,1458,698,2514,2320,5796,81963
19159,535.4973588,4984,2619,1997,483,97,29759,268,1201,1193,654,138,217,5,39,167,20,70,217,277,3547
19161,575.021785,9868,5402,4367,1022,155,30750,521,2254,2183,1032,376,469,89,80,92,32,127,197,488,7511
19163,458.0860337,172288,73869,67025,20361,3724,31873,8215,26412,41267,17949,6097,34045,1957,7981,1831,812,4100,3291,8391,182436
19165,590.778742,11694,5582,5046,996,198,31283,665,2604,2644,1608,402,605,65,105,66,58,290,219,584,10420
19171,721.0109397,17136,7792,6755,2003,337,27255,1053,3284,4150,1903,564,3176,380,124,308,185,214,380,980,12592
19173,531.9014044,6201,3104,2650,630,114,27672,422,1357,1448,958,148,605,175,62,189,26,147,98,435,5020
19175,423.6449392,12453,5918,5194,1735,331,26216,829,2450,2801,2067,425,723,143,379,294,57,303,301,828,12591
19177,484.8075497,7223,3655,2863,932,155,27468,505,1530,1733,1017,125,247,42,24,338,69,176,96,898,4960
19179,431.8370132,35315,16066,14418,5354,1128,24864,2904,6051,7942,4926,1534,6058,1079,955,808,408,1117,826,2094,36013
19181,569.8375603,49361,19716,18959,3280,887,34570,1397,7503,12319,5645,1496,2726,114,1758,789,184,683,1828,1409,34469
19183,568.811639,22143,9686,8720,2021,482,29857,1336,4126,5516,2451,708,1945,352,482,567,110,336,345,1846,17964
19185,525.4901568,6413,3193,2669,954,67,25560,484,1386,1601,996,194,242,42,5,220,118,247,116,776,5150
19187,715.7084052,36757,17044,15208,5194,796,25243,2274,6445,7849,4845,1683,4533,162,1045,504,149,1173,2856,1782,37070
19189,400.4889126,10571,5201,4605,833,255,27117,591,2140,2297,1536,370,863,68,169,24,49,175,615,278,10897
19195,400.1232644,7489,3517,3170,684,192,29482,380,1481,1608,1055,290,419,24,38,46,12,157,105,360,5415
19197,580.4152095,12804,6515,5690,1600,328,28317,725,2767,3067,1796,539,1778,310,220,119,67,403,249,680,11486
20001,500.2969893,12630,6314,5289,1989,281,23454,697,2569,2875,2271,383,1199,0,212,545,62,295,407,720,12126
20007,1134.0716682,4733,2793,1960,729,38,28984,280,1019,1121,742,135,401,31,108,180,33,106,50,573,3711
20009,895.256802,26791,12711,10892,4395,541,27133,2052,4873,6434,4011,1120,4896,521,374,924,151,677,462,3043,26478
20011,635.4705675,14702,7129,5722,2359,161,22822,846,2818,3781,2963,484,1448,10,203,505,221,357,428,1544,14615
20013,570.8711407,9664,4741,3904,1358,168,25306,484,1853,2462,1532,306,1609,18,146,173,69,157,122,765,9171
20015,1429.664976,66468,26776,24473,6687,1378,28759,3250,9560,17144,7276,1933,7213,258,1230,1892,514,1248,2826,5226,57595
20017,773.0541437,2645,1491,1029,321,52,25105,185,621,617,441,64,229,9,2,128,24,65,92,228,1919
20025,974.6373987,2053,1150,893,220,12,27896,91,440,506,273,89,289,11,23,74,23,17,61,169,1716
20027,645.2977603,8142,4073,3402,614,105,32110,397,1855,1973,1187,193,468,1,158,127,8,85,157,466,6919
20029,715.341465,9060,4619,3858,1045,220,26515,520,1872,2091,1239,429,631,21,107,123,10,210,344,826,8579
20031,626.8844435,8296,4062,3548,968,188,32112,394,1710,1807,1356,323,546,8,103,460,66,138,131,678,8335
20035,1125.737587,35591,16156,13566,5074,798,23778,2370,6270,8503,5919,1373,7207,528,641,1330,251,830,2243,3323,33856
20037,589.7701096,39108,18075,15053,7770,892,22461,2122,5848,8510,6027,1312,5129,401,1405,1131,645,1172,1921,4210,40017
20041,847.0669492,19004,9178,7801,2314,526,26201,1226,3593,4580,3295,553,1707,0,285,543,114,494,337,1385,16470
20051,899.9119852,28878,13220,11581,4434,403,29810,1273,4277,6243,3413,744,2964,232,812,502,109,615,1232,1846,28553
20059,571.7612622,25563,11228,9982,2564,598,26757,1261,4100,6227,3527,713,2300,96,477,1141,139,408,601,1795,21318
20071,778.4039889,1200,616,494,99,5,23668,100,242,311,236,29,301,33,18,67,13,20,31,68,1152
20077,801.2737566,5673,3173,2274,888,80,26105,377,1238,1389,856,145,556,64,91,113,16,95,146,637,5115
20079,539.7556091,34555,14740,13383,3714,522,27305,2048,6494,8551,5180,898,5882,387,683,440,147,718,1383,3009,31778
20083,859.9916836,1842,1000,761,210,30,28514,123,421,391,240,21,217,15,0,72,15,16,32,173,1367
20085,656.2190936,13318,5826,5392,1305,381,27950,496,2477,3313,2368,447,2120,45,183,408,81,200,139,679,10047
20087,532.5737702,18888,8331,7600,1484,540,29258,858,3434,4387,2745,582,1190,14,66,606,77,193,237,1333,12730
20095,863.3627351,7470,3854,3091,562,199,33203,315,1611,1670,1057,198,486,12,62,215,23,74,129,509,5906
20097,722.6392299,2526,1237,981,194,33,25623,168,528,571,368,35,286,9,57,68,10,55,186,234,2434
20099,645.3928375,20367,10071,8033,3553,395,23524,1663,3691,4873,3822,782,2958,60,355,488,241,469,547,2034,20118
20101,717.4084914,1642,974,787,209,21,28366,50,310,400,271,40,134,3,2,42,6,29,8,175,1473
20103,463.4048675,80042,29560,27060,6643,1452,31639,4384,10829,19138,10985,2418,16745,417,962,508,439,1271,5986,3298,63839
20105,719.3955584,3097,1854,1264,273,74,25851,137,709,705,513,66,169,0,37,97,21,29,63,304,2104
20107,594.0807454,9635,5588,4348,1575,260,25771,744,2108,2213,1834,420,606,3,45,827,129,191,60,1057,7385
20109,1072.9927944,2810,1448,1137,210,26,27883,159,586,685,391,59,273,16,42,80,20,29,36,152,2511
20111,847.4883012,33299,15313,13584,5483,1045,26322,2326,4821,7421,4418,1197,9557,963,1688,1150,436,920,1416,3000,34013
20113,898.282956,28630,13167,12298,2712,358,30234,1681,5492,6613,3591,911,2349,22,513,549,65,507,1318,1880,29255
20115,944.298436,12032,5993,4789,1047,259,25756,754,2743,2604,1883,203,860,13,115,336,53,212,797,695,10085
20117,900.1743755,9798,4905,4112,904,208,27167,505,2090,2304,1511,224,511,20,126,130,63,179,169,675,8865
20119,978.0822335,4261,1978,1675,503,61,27273,481,753,1099,412,176,936,138,0,163,20,62,122,536,3738
20121,575.8784979,33127,13617,12727,2509,537,33349,955,5534,8321,4278,861,2353,34,275,523,111,429,722,1641,23384
20123,701.7917107,6222,3311,2616,972,87,24732,179,1443,1417,952,188,303,13,83,135,75,88,246,456,6824
20125,643.5934501,32970,16499,13538,5860,844,24103,2502,6318,7820,6159,1382,6646,470,659,1127,269,958,883,3650,32960
20127,695.342388,5566,3201,2247,514,85,27499,402,1337,1212,947,161,449,35,86,272,10,142,79,497,3797
20131,717.4269143,10104,4606,4020,978,101,29687,436,1983,2662,1309,216,473,17,205,168,40,157,318,536,10042
20133,571.4738841,16125,7746,6681,2719,287,23934,910,3058,4007,2907,715,1546,97,297,568,136,488,439,1834,15730
20139,705.5061745,15882,7581,6554,1989,416,27026,968,3031,3734,2644,525,1049,28,197,838,82,231,198,1574,11214
20141,892.5152878,3603,2190,1691,468,46,28748,193,875,762,637,113,198,0,7,50,5,67,107,329,2855
20143,720.7301076,5902,2782,2420,604,80,27610,240,1141,1388,742,113,347,18,39,171,15,64,87,429,4240
20147,885.870745,5408,3086,2363,513,68,27140,278,1199,1237,849,175,334,20,103,193,68,93,100,294,4879
20151,735.0381875,9582,4493,3684,1065,180,27050,485,1752,2390,1047,205,1113,200,244,259,140,162,406,701,9497
20155,1255.5213396,63101,28479,25052,8021,1408,26190,5247,11874,14427,9009,2075,9947,561,1661,1213,732,1627,2741,5285,61344
20159,726.2330916,9762,4589,3863,1527,264,23971,574,1768,2237,1517,227,1581,94,147,193,53,159,657,871,9006
20163,890.526578,5118,2752,2100,392,100,25072,358,1099,1164,767,159,299,2,52,64,8,77,195,435,4350
20165,717.7626705,3102,1822,1403,298,52,25590,252,748,661,504,58,199,0,18,74,5,42,70,231,2507
20167,886.2596354,6977,3871,2979,439,215,26300,538,1686,1493,1249,128,509,42,176,147,27,123,123,553,6105
20169,720.2416662,54977,24345,22210,6555,1083,27737,3419,9138,12949,7927,1854,10808,931,1206,1031,262,1753,1477,5039,54520
20173,997.4827281,512064,217685,195779,70537,13610,28673,35357,69749,133696,64999,20105,162079,11591,23532,7661,4476,12120,6179,55306,493947
20179,895.9567594,2506,1257,1134,126,29,31526,99,568,612,370,95,145,9,25,39,4,46,28,260,2265
20181,1056.0635846,5966,3125,2649,1106,128,23687,295,1116,1425,1036,256,955,13,112,272,52,79,165,462,5954
